postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1
2350,URALLA,379.0,351.0,412.0,423.0,419.0,365.0,345.0,382.0,390.0,373.0,330.0,320.0,340.0,320.0,320.0,367.0,260.0,339.0,321.0,390.0,77.0,86.0,138.0,154.0,163.0,3185.0,3177.0,3184.0,3162.0,3166.0
2352,TAMWORTH REGIONAL,705.0,449.0,318.0,311.0,346.0,705.0,470.0,322.0,300.0,320.0,325.0,350.0,330.0,310.0,325.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,185.0,185.0,190.0,190.0,189.0
2353,TAMWORTH REGIONAL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,32.0,20.0,33.0,35.0
2354,TAMWORTH REGIONAL,705.0,725.0,272.0,562.0,275.0,705.0,725.0,285.0,391.0,230.0,240.0,240.0,220.0,244.0,268.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,137.0,142.0,140.0,142.0,137.0
2354,UPPER HUNTER,705.0,725.0,272.0,562.0,275.0,705.0,725.0,285.0,391.0,230.0,240.0,240.0,220.0,244.0,268.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,137.0,142.0,140.0,142.0,137.0
2354,URALLA,705.0,725.0,272.0,562.0,275.0,705.0,725.0,285.0,391.0,230.0,240.0,240.0,220.0,244.0,268.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,137.0,142.0,140.0,142.0,137.0
2354,WALCHA,705.0,725.0,272.0,562.0,275.0,705.0,725.0,285.0,391.0,230.0,240.0,240.0,220.0,244.0,268.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,137.0,142.0,140.0,142.0,137.0
2357,WARRUMBUNGLE,705.0,219.0,724.0,188.0,243.0,705.0,195.0,724.0,173.0,205.0,240.0,250.0,220.0,240.0,225.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,20.0,224.0,236.0,236.0,247.0,239.0
2358,URALLA,705.0,326.0,268.0,368.0,370.0,705.0,305.0,295.0,388.0,380.0,288.0,300.0,300.0,300.0,273.0,32.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,289.0,292.0,290.0,281.0,276.0
2360,GWYDIR,343.0,280.0,311.0,323.0,354.0,300.0,245.0,269.0,301.0,305.0,310.0,290.0,310.0,315.0,310.0,152.0,150.0,155.0,120.0,134.0,41.0,54.0,71.0,88.0,77.0,1263.0,1287.0,1321.0,1300.0,1311.0
2360,INVERELL,343.0,280.0,311.0,323.0,354.0,300.0,245.0,269.0,301.0,305.0,310.0,290.0,310.0,315.0,310.0,152.0,150.0,155.0,120.0,134.0,41.0,54.0,71.0,88.0,77.0,1263.0,1287.0,1321.0,1300.0,1311.0
2365,ARMIDALE REGIONAL,270.0,725.0,724.0,259.0,294.0,274.0,725.0,724.0,249.0,253.0,280.0,280.0,280.0,263.0,273.0,20.0,20.0,32.0,54.0,40.0,20.0,5.0,5.0,20.0,20.0,194.0,191.0,200.0,234.0,239.0
2365,CLARENCE VALLEY,270.0,725.0,724.0,259.0,294.0,274.0,725.0,724.0,249.0,253.0,280.0,280.0,280.0,263.0,273.0,20.0,20.0,32.0,54.0,40.0,20.0,5.0,5.0,20.0,20.0,194.0,191.0,200.0,234.0,239.0
2365,GLEN INNES SEVERN,270.0,725.0,724.0,259.0,294.0,274.0,725.0,724.0,249.0,253.0,280.0,280.0,280.0,263.0,273.0,20.0,20.0,32.0,54.0,40.0,20.0,5.0,5.0,20.0,20.0,194.0,191.0,200.0,234.0,239.0
2365,INVERELL,270.0,725.0,724.0,259.0,294.0,274.0,725.0,724.0,249.0,253.0,280.0,280.0,280.0,263.0,273.0,20.0,20.0,32.0,54.0,40.0,20.0,5.0,5.0,20.0,20.0,194.0,191.0,200.0,234.0,239.0
2365,URALLA,270.0,725.0,724.0,259.0,294.0,274.0,725.0,724.0,249.0,253.0,280.0,280.0,280.0,263.0,273.0,20.0,20.0,32.0,54.0,40.0,20.0,5.0,5.0,20.0,20.0,194.0,191.0,200.0,234.0,239.0
2370,ARMIDALE REGIONAL,213.0,260.0,241.0,255.0,311.0,195.0,252.0,210.0,256.0,275.0,250.0,253.0,230.0,250.0,255.0,62.0,50.0,88.0,73.0,66.0,20.0,20.0,36.0,42.0,36.0,623.0,634.0,648.0,663.0,670.0
2370,CLARENCE VALLEY,213.0,260.0,241.0,255.0,311.0,195.0,252.0,210.0,256.0,275.0,250.0,253.0,230.0,250.0,255.0,62.0,50.0,88.0,73.0,66.0,20.0,20.0,36.0,42.0,36.0,623.0,634.0,648.0,663.0,670.0
2370,GLEN INNES SEVERN,213.0,260.0,241.0,255.0,311.0,195.0,252.0,210.0,256.0,275.0,250.0,253.0,230.0,250.0,255.0,62.0,50.0,88.0,73.0,66.0,20.0,20.0,36.0,42.0,36.0,623.0,634.0,648.0,663.0,670.0
2370,INVERELL,213.0,260.0,241.0,255.0,311.0,195.0,252.0,210.0,256.0,275.0,250.0,253.0,230.0,250.0,255.0,62.0,50.0,88.0,73.0,66.0,20.0,20.0,36.0,42.0,36.0,623.0,634.0,648.0,663.0,670.0
2371,GLEN INNES SEVERN,705.0,725.0,724.0,172.0,184.0,705.0,725.0,724.0,180.0,160.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,34.0,35.0,35.0,38.0,38.0
2371,INVERELL,705.0,725.0,724.0,172.0,184.0,705.0,725.0,724.0,180.0,160.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,34.0,35.0,35.0,38.0,38.0
2371,TENTERFIELD,705.0,725.0,724.0,172.0,184.0,705.0,725.0,724.0,180.0,160.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,34.0,35.0,35.0,38.0,38.0
2372,TENTERFIELD,314.0,256.0,317.0,322.0,331.0,270.0,284.0,285.0,303.0,310.0,250.0,273.0,280.0,250.0,285.0,43.0,32.0,42.0,31.0,32.0,20.0,20.0,41.0,34.0,35.0,350.0,355.0,363.0,356.0,350.0
2380,GUNNEDAH,390.0,339.0,322.0,421.0,335.0,330.0,341.0,310.0,417.0,323.0,320.0,340.0,350.0,360.0,360.0,132.0,129.0,101.0,137.0,125.0,46.0,20.0,56.0,52.0,52.0,1178.0,1200.0,1213.0,1240.0,1220.0
2382,GUNNEDAH,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,335.0,300.0,308.0,300.0,300.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,150.0,152.0,164.0,170.0,161.0
2382,NARRABRI,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,335.0,300.0,308.0,300.0,300.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,150.0,152.0,164.0,170.0,161.0
2388,COONAMBLE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,124.0,123.0,124.0,127.0,126.0
2388,GUNNEDAH,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,124.0,123.0,124.0,127.0,126.0
2388,NARRABRI,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,124.0,123.0,124.0,127.0,126.0
2388,WALGETT,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,124.0,123.0,124.0,127.0,126.0
2390,GWYDIR,350.0,316.0,357.0,400.0,362.0,336.0,320.0,370.0,385.0,350.0,345.0,300.0,350.0,300.0,350.0,80.0,81.0,77.0,67.0,69.0,20.0,20.0,35.0,49.0,49.0,816.0,822.0,826.0,827.0,818.0
2390,MOREE PLAINS,350.0,316.0,357.0,400.0,362.0,336.0,320.0,370.0,385.0,350.0,345.0,300.0,350.0,300.0,350.0,80.0,81.0,77.0,67.0,69.0,20.0,20.0,35.0,49.0,49.0,816.0,822.0,826.0,827.0,818.0
2390,NARRABRI,350.0,316.0,357.0,400.0,362.0,336.0,320.0,370.0,385.0,350.0,345.0,300.0,350.0,300.0,350.0,80.0,81.0,77.0,67.0,69.0,20.0,20.0,35.0,49.0,49.0,816.0,822.0,826.0,827.0,818.0
2400,GWYDIR,231.0,226.0,224.0,286.0,298.0,207.0,198.0,200.0,250.0,300.0,280.0,270.0,250.0,245.0,255.0,96.0,106.0,155.0,80.0,112.0,20.0,20.0,36.0,57.0,44.0,917.0,930.0,991.0,983.0,992.0
2400,MOREE PLAINS,231.0,226.0,224.0,286.0,298.0,207.0,198.0,200.0,250.0,300.0,280.0,270.0,250.0,245.0,255.0,96.0,106.0,155.0,80.0,112.0,20.0,20.0,36.0,57.0,44.0,917.0,930.0,991.0,983.0,992.0
2402,GWYDIR,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,230.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,87.0,86.0,88.0,88.0,87.0
2402,INVERELL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,230.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,87.0,86.0,88.0,88.0,87.0
2404,GWYDIR,705.0,725.0,724.0,233.0,211.0,705.0,725.0,724.0,255.0,188.0,450.0,450.0,450.0,450.0,250.0,5.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,20.0,20.0,98.0,95.0,94.0,93.0,100.0
2420,DUNGOG,480.0,528.0,533.0,500.0,448.0,420.0,440.0,446.0,403.0,409.0,330.0,350.0,360.0,368.0,410.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,229.0,234.0,240.0,247.0,246.0
2421,DUNGOG,705.0,725.0,724.0,749.0,760.5,705.0,725.0,724.0,640.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,31.0,20.0,33.0,35.0,37.0
2421,MAITLAND,705.0,725.0,724.0,749.0,760.5,705.0,725.0,724.0,640.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,31.0,20.0,33.0,35.0,37.0
2422,MID-COAST,385.0,409.0,402.0,436.0,435.0,345.0,333.0,368.0,387.0,400.0,283.0,280.0,300.0,320.0,318.0,38.0,37.0,40.0,20.0,20.0,20.0,20.0,32.0,45.0,36.0,439.0,448.0,449.0,449.0,446.0
2423,MID-COAST,526.0,526.0,549.0,653.0,438.0,483.0,468.0,545.0,550.0,400.0,370.0,345.0,370.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,154.0,154.0,160.0,162.0,155.0
2425,MID-COAST,705.0,725.0,724.0,545.0,760.5,705.0,725.0,724.0,543.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,69.0,70.0,74.0,75.0,74.0
2427,MID-COAST,538.0,725.0,533.0,565.0,608.0,535.0,725.0,529.0,567.0,640.0,375.0,350.0,330.0,410.0,400.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,37.0,40.0,279.0,278.0,281.0,283.0,282.0
2428,MID-COAST,505.0,542.0,536.0,548.0,595.0,480.0,515.0,490.0,500.0,551.0,375.0,380.0,350.0,350.0,400.0,199.0,198.0,212.0,171.0,181.0,175.0,107.0,225.0,273.0,270.0,2384.0,2404.0,2428.0,2477.0,2449.0
2429,MID-COAST,412.0,464.0,440.0,493.0,471.0,395.0,450.0,421.0,483.0,429.0,335.0,350.0,333.0,350.0,360.0,39.0,53.0,40.0,37.0,37.0,36.0,33.0,54.0,54.0,55.0,501.0,517.0,526.0,519.0,516.0
2429,PORT MACQUARIE-HASTINGS,412.0,464.0,440.0,493.0,471.0,395.0,450.0,421.0,483.0,429.0,335.0,350.0,333.0,350.0,360.0,39.0,53.0,40.0,37.0,37.0,36.0,33.0,54.0,54.0,55.0,501.0,517.0,526.0,519.0,516.0
2430,MID-COAST,414.0,435.0,449.0,497.0,501.0,366.0,415.0,425.0,450.0,465.0,350.0,340.0,350.0,350.0,350.0,234.0,246.0,228.0,209.0,180.0,187.0,135.0,227.0,215.0,221.0,2702.0,2759.0,2792.0,2821.0,2773.0
2431,KEMPSEY,479.0,436.0,467.0,545.0,579.0,490.0,413.0,453.0,577.0,513.0,310.0,360.0,325.0,320.0,395.0,56.0,64.0,49.0,31.0,41.0,20.0,20.0,42.0,38.0,38.0,541.0,543.0,548.0,548.0,546.0
2439,PORT MACQUARIE-HASTINGS,705.0,635.0,724.0,649.0,632.0,705.0,595.0,724.0,575.0,625.0,357.0,363.0,332.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,5.0,20.0,20.0,128.0,128.0,137.0,137.0,139.0
2440,ARMIDALE REGIONAL,355.0,352.0,380.0,387.0,467.0,324.0,319.0,350.0,365.0,435.0,330.0,350.0,340.0,350.0,330.0,157.0,161.0,114.0,115.0,116.0,82.0,66.0,109.0,91.0,87.0,1639.0,1681.0,1688.0,1689.0,1682.0
2440,KEMPSEY,355.0,352.0,380.0,387.0,467.0,324.0,319.0,350.0,365.0,435.0,330.0,350.0,340.0,350.0,330.0,157.0,161.0,114.0,115.0,116.0,82.0,66.0,109.0,91.0,87.0,1639.0,1681.0,1688.0,1689.0,1682.0
2440,PORT MACQUARIE-HASTINGS,355.0,352.0,380.0,387.0,467.0,324.0,319.0,350.0,365.0,435.0,330.0,350.0,340.0,350.0,330.0,157.0,161.0,114.0,115.0,116.0,82.0,66.0,109.0,91.0,87.0,1639.0,1681.0,1688.0,1689.0,1682.0
2441,KEMPSEY,422.0,725.0,564.0,616.0,441.0,380.0,725.0,610.0,570.0,370.0,325.0,345.0,270.0,360.0,328.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,209.0,212.0,218.0,229.0,230.0
2441,NAMBUCCA VALLEY,422.0,725.0,564.0,616.0,441.0,380.0,725.0,610.0,570.0,370.0,325.0,345.0,270.0,360.0,328.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,209.0,212.0,218.0,229.0,230.0
2441,PORT MACQUARIE-HASTINGS,422.0,725.0,564.0,616.0,441.0,380.0,725.0,610.0,570.0,370.0,325.0,345.0,270.0,360.0,328.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,209.0,212.0,218.0,229.0,230.0
2443,MID-COAST,550.0,490.0,589.0,568.0,581.0,533.0,456.0,565.0,538.0,577.0,360.0,350.0,350.0,348.0,380.0,58.0,64.0,60.0,38.0,39.0,46.0,20.0,50.0,54.0,58.0,695.0,712.0,727.0,713.0,704.0
2443,PORT MACQUARIE-HASTINGS,550.0,490.0,589.0,568.0,581.0,533.0,456.0,565.0,538.0,577.0,360.0,350.0,350.0,348.0,380.0,58.0,64.0,60.0,38.0,39.0,46.0,20.0,50.0,54.0,58.0,695.0,712.0,727.0,713.0,704.0
2444,PORT MACQUARIE-HASTINGS,559.0,584.0,603.0,614.0,635.0,558.0,563.0,571.0,565.0,612.0,400.0,395.0,400.0,430.0,450.0,584.0,513.0,507.0,516.0,496.0,237.0,195.0,297.0,361.0,295.0,5348.0,5372.0,5449.0,5531.0,5520.0
2445,PORT MACQUARIE-HASTINGS,596.0,620.0,601.0,679.0,710.0,577.0,589.0,588.0,700.0,705.0,445.0,440.0,435.0,440.0,455.0,33.0,39.0,32.0,45.0,40.0,20.0,20.0,20.0,43.0,37.0,369.0,379.0,381.0,388.0,395.0
2446,PORT MACQUARIE-HASTINGS,488.0,513.0,558.0,524.0,665.0,445.0,459.0,468.0,453.0,596.0,380.0,370.0,393.0,395.0,425.0,75.0,68.0,70.0,64.0,53.0,56.0,41.0,78.0,67.0,68.0,796.0,789.0,809.0,805.0,806.0
2447,NAMBUCCA VALLEY,451.0,468.0,543.0,559.0,536.0,395.0,439.0,565.0,530.0,480.0,350.0,390.0,355.0,400.0,400.0,34.0,20.0,48.0,31.0,20.0,20.0,20.0,39.0,36.0,35.0,424.0,420.0,430.0,440.0,435.0
2448,BELLINGEN,461.0,446.0,445.0,516.0,606.0,447.0,410.0,410.0,485.0,570.0,330.0,340.0,328.0,355.0,350.0,67.0,72.0,90.0,65.0,62.0,36.0,20.0,59.0,49.0,43.0,983.0,995.0,1009.0,1000.0,978.0
2448,NAMBUCCA VALLEY,461.0,446.0,445.0,516.0,606.0,447.0,410.0,410.0,485.0,570.0,330.0,340.0,328.0,355.0,350.0,67.0,72.0,90.0,65.0,62.0,36.0,20.0,59.0,49.0,43.0,983.0,995.0,1009.0,1000.0,978.0
2449,BELLINGEN,412.0,378.0,319.0,733.0,760.5,410.0,330.0,315.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,5.0,5.0,92.0,91.0,93.0,95.0,98.0
2449,NAMBUCCA VALLEY,412.0,378.0,319.0,733.0,760.5,410.0,330.0,315.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,5.0,5.0,92.0,91.0,93.0,95.0,98.0
2450,CLARENCE VALLEY,527.0,552.0,589.0,601.0,674.0,498.0,533.0,565.0,560.0,629.0,420.0,400.0,410.0,433.0,450.0,408.0,401.0,405.0,312.0,361.0,171.0,138.0,240.0,281.0,246.0,4359.0,4433.0,4514.0,4516.0,4500.0
2450,COFFS HARBOUR,527.0,552.0,589.0,601.0,674.0,498.0,533.0,565.0,560.0,629.0,420.0,400.0,410.0,433.0,450.0,408.0,401.0,405.0,312.0,361.0,171.0,138.0,240.0,281.0,246.0,4359.0,4433.0,4514.0,4516.0,4500.0
2452,COFFS HARBOUR,489.0,487.0,569.0,541.0,590.0,478.0,449.0,558.0,538.0,570.0,400.0,410.0,430.0,423.0,450.0,109.0,101.0,102.0,82.0,98.0,56.0,33.0,60.0,84.0,62.0,1322.0,1330.0,1353.0,1352.0,1365.0
2453,ARMIDALE REGIONAL,705.0,725.0,423.0,882.0,460.0,705.0,725.0,402.0,535.0,420.0,315.0,450.0,315.0,323.0,363.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,140.0,137.0,142.0,148.0,151.0
2453,BELLINGEN,705.0,725.0,423.0,882.0,460.0,705.0,725.0,402.0,535.0,420.0,315.0,450.0,315.0,323.0,363.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,140.0,137.0,142.0,148.0,151.0
2453,CLARENCE VALLEY,705.0,725.0,423.0,882.0,460.0,705.0,725.0,402.0,535.0,420.0,315.0,450.0,315.0,323.0,363.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,140.0,137.0,142.0,148.0,151.0
2454,BELLINGEN,678.0,573.0,757.0,757.0,778.0,633.0,570.0,700.0,715.0,721.0,400.0,405.0,360.0,415.0,470.0,47.0,40.0,37.0,20.0,20.0,20.0,20.0,38.0,47.0,20.0,456.0,465.0,471.0,459.0,450.0
2454,COFFS HARBOUR,678.0,573.0,757.0,757.0,778.0,633.0,570.0,700.0,715.0,721.0,400.0,405.0,360.0,415.0,470.0,47.0,40.0,37.0,20.0,20.0,20.0,20.0,38.0,47.0,20.0,456.0,465.0,471.0,459.0,450.0
2454,NAMBUCCA VALLEY,678.0,573.0,757.0,757.0,778.0,633.0,570.0,700.0,715.0,721.0,400.0,405.0,360.0,415.0,470.0,47.0,40.0,37.0,20.0,20.0,20.0,20.0,38.0,47.0,20.0,456.0,465.0,471.0,459.0,450.0
2455,BELLINGEN,568.0,725.0,540.0,546.0,731.0,600.0,725.0,500.0,553.0,633.0,390.0,370.0,360.0,375.0,410.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,247.0,250.0,254.0,267.0,265.0
2456,CLARENCE VALLEY,576.0,543.0,607.0,682.0,731.0,549.0,536.0,573.0,660.0,699.0,435.0,450.0,420.0,475.0,490.0,103.0,141.0,121.0,86.0,107.0,53.0,38.0,64.0,83.0,73.0,1079.0,1108.0,1151.0,1131.0,1132.0
2456,COFFS HARBOUR,576.0,543.0,607.0,682.0,731.0,549.0,536.0,573.0,660.0,699.0,435.0,450.0,420.0,475.0,490.0,103.0,141.0,121.0,86.0,107.0,53.0,38.0,64.0,83.0,73.0,1079.0,1108.0,1151.0,1131.0,1132.0
2460,CLARENCE VALLEY,329.0,357.0,373.0,374.0,399.0,315.0,350.0,353.0,360.0,385.0,340.0,340.0,340.0,350.0,350.0,217.0,212.0,223.0,191.0,197.0,101.0,111.0,148.0,169.0,145.0,2326.0,2340.0,2368.0,2397.0,2425.0
2460,COFFS HARBOUR,329.0,357.0,373.0,374.0,399.0,315.0,350.0,353.0,360.0,385.0,340.0,340.0,340.0,350.0,350.0,217.0,212.0,223.0,191.0,197.0,101.0,111.0,148.0,169.0,145.0,2326.0,2340.0,2368.0,2397.0,2425.0
2460,GLEN INNES SEVERN,329.0,357.0,373.0,374.0,399.0,315.0,350.0,353.0,360.0,385.0,340.0,340.0,340.0,350.0,350.0,217.0,212.0,223.0,191.0,197.0,101.0,111.0,148.0,169.0,145.0,2326.0,2340.0,2368.0,2397.0,2425.0
2460,RICHMOND VALLEY,329.0,357.0,373.0,374.0,399.0,315.0,350.0,353.0,360.0,385.0,340.0,340.0,340.0,350.0,350.0,217.0,212.0,223.0,191.0,197.0,101.0,111.0,148.0,169.0,145.0,2326.0,2340.0,2368.0,2397.0,2425.0
2462,CLARENCE VALLEY,705.0,725.0,724.0,733.0,569.0,705.0,725.0,724.0,733.0,570.0,355.0,390.0,350.0,398.0,350.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,177.0,171.0,183.0,188.0,187.0
2463,CLARENCE VALLEY,489.0,463.0,467.0,565.0,614.0,489.0,479.0,450.0,500.0,585.0,390.0,378.0,360.0,400.0,400.0,44.0,46.0,48.0,58.0,47.0,36.0,32.0,34.0,65.0,37.0,508.0,510.0,511.0,515.0,517.0
2464,CLARENCE VALLEY,591.0,651.0,600.0,729.0,846.0,548.0,583.0,565.0,675.0,775.0,420.0,400.0,420.0,460.0,490.0,97.0,125.0,97.0,87.0,78.0,54.0,42.0,52.0,63.0,45.0,815.0,829.0,819.0,830.0,811.0
2466,CLARENCE VALLEY,528.0,725.0,724.0,531.0,760.5,510.0,725.0,724.0,505.0,760.5,315.0,350.0,330.0,318.0,400.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,5.0,228.0,227.0,230.0,222.0,223.0
2469,CLARENCE VALLEY,306.0,321.0,377.0,304.0,312.0,376.0,260.0,345.0,300.0,281.0,295.0,275.0,270.0,450.0,290.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,114.0,119.0,123.0,122.0,128.0
2469,KYOGLE,306.0,321.0,377.0,304.0,312.0,376.0,260.0,345.0,300.0,281.0,295.0,275.0,270.0,450.0,290.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,114.0,119.0,123.0,122.0,128.0
2469,RICHMOND VALLEY,306.0,321.0,377.0,304.0,312.0,376.0,260.0,345.0,300.0,281.0,295.0,275.0,270.0,450.0,290.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,114.0,119.0,123.0,122.0,128.0
2469,TENTERFIELD,306.0,321.0,377.0,304.0,312.0,376.0,260.0,345.0,300.0,281.0,295.0,275.0,270.0,450.0,290.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,114.0,119.0,123.0,122.0,128.0
2470,KYOGLE,333.0,348.0,375.0,353.0,391.0,318.0,306.0,335.0,343.0,376.0,320.0,320.0,338.0,350.0,360.0,70.0,98.0,68.0,69.0,81.0,59.0,38.0,76.0,101.0,80.0,1212.0,1231.0,1233.0,1221.0,1217.0
2470,LISMORE,333.0,348.0,375.0,353.0,391.0,318.0,306.0,335.0,343.0,376.0,320.0,320.0,338.0,350.0,360.0,70.0,98.0,68.0,69.0,81.0,59.0,38.0,76.0,101.0,80.0,1212.0,1231.0,1233.0,1221.0,1217.0
2470,RICHMOND VALLEY,333.0,348.0,375.0,353.0,391.0,318.0,306.0,335.0,343.0,376.0,320.0,320.0,338.0,350.0,360.0,70.0,98.0,68.0,69.0,81.0,59.0,38.0,76.0,101.0,80.0,1212.0,1231.0,1233.0,1221.0,1217.0
2471,LISMORE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,114.0,116.0,119.0,110.0,111.0
2471,RICHMOND VALLEY,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,114.0,116.0,119.0,110.0,111.0
2472,CLARENCE VALLEY,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,420.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,122.0,116.0,119.0,128.0,117.0
2472,LISMORE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,420.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,122.0,116.0,119.0,128.0,117.0
2472,RICHMOND VALLEY,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,420.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,122.0,116.0,119.0,128.0,117.0
2473,RICHMOND VALLEY,759.0,725.0,613.0,699.0,760.5,728.0,725.0,587.0,705.0,760.5,360.0,350.0,400.0,350.0,340.0,20.0,52.0,50.0,41.0,20.0,20.0,5.0,20.0,20.0,5.0,446.0,449.0,457.0,453.0,444.0
